cellid,cellx,celly,ACAN,CHAD,CHI3L1,CHI3L2,CILP,COL1A2,COL2A1,COL3A1,CRTAC1,PRG4,STC2
Cell 940,1460.142857142857,1868.4571428571428,55,130,0,0,0,0,0,0,0,0,68
Cell 941,2418.0857142857144,1865.9214285714286,57,478,0,0,245,0,225,0,0,0,0
Cell 942,607.5307692307692,1869.4153846153847,132,191,0,0,249,185,0,76,0,0,0
Cell 943,3090.027027027027,1866.6486486486488,0,0,13,0,0,0,0,76,0,0,0
Cell 944,4535.545454545455,1866.0,0,0,0,0,0,0,0,0,0,0,0
Cell 945,5853.8378378378375,1866.418918918919,22,0,0,0,347,0,365,18,0,0,0
Cell 946,1755.5076923076922,1866.1846153846154,0,39,0,0,82,0,0,0,0,0,0
Cell 947,3392.5530303030305,1869.7424242424242,161,581,125,85,0,111,0,60,23,0,57
Cell 948,1280.1176470588234,1876.637254901961,53,87,83,0,906,12,625,214,0,94,0
Cell 949,2921.855769230769,1878.3173076923076,114,238,0,0,993,0,704,0,0,0,94
Cell 950,5412.509433962264,1876.3584905660377,31,16,0,0,223,0,224,0,0,0,0
Cell 951,1408.7848101265822,1879.0379746835442,52,0,0,0,0,0,0,54,0,0,0
Cell 952,3072.241666666667,1882.5083333333334,341,913,11,0,0,24,0,54,30,0,80
Cell 953,4552.846153846154,1880.5824175824175,66,53,0,0,607,10,0,45,0,0,0
Cell 954,5116.0,1881.1756756756756,42,18,0,0,495,0,474,0,0,0,0
Cell 955,2437.535714285714,1884.2857142857142,116,207,0,0,0,0,0,0,0,0,11
Cell 956,3401.8297872340427,1895.7978723404256,0,37,0,0,0,0,0,0,0,0,0
Cell 957,5730.611111111111,1897.8240740740741,0,111,0,0,0,33,643,0,0,0,105
Cell 958,3743.8551724137933,1904.6206896551723,0,0,0,0,0,0,30,0,23,0,0
Cell 959,3072.2428571428572,1900.7714285714285,66,0,13,0,0,0,0,0,12,0,55
Cell 960,2430.1454545454544,1905.709090909091,0,87,0,0,0,0,0,0,0,0,24
Cell 961,1902.3761467889908,1909.165137614679,92,131,0,0,475,0,365,25,0,0,62
Cell 962,3757.1862745098038,1907.8725490196077,275,720,0,0,0,0,0,0,22,0,28
Cell 963,4316.386503067484,1910.398773006135,239,305,0,0,838,0,683,0,19,18,211
Cell 964,5334.440366972477,1911.2752293577983,62,137,0,0,572,0,723,0,0,0,0
Cell 965,5828.89010989011,1912.4945054945056,38,27,0,0,480,0,410,192,0,0,0
Cell 966,3250.935064935065,1913.2597402597403,34,100,0,0,487,0,426,19,0,0,0
Cell 967,4905.134328358209,1912.402985074627,0,0,0,0,14,13,328,0,0,0,0
Cell 968,5540.29,1912.79,0,0,0,0,346,0,225,0,0,0,0
Cell 969,5734.65306122449,1913.1122448979593,139,47,0,0,784,0,0,342,0,0,53
Cell 970,2022.3166666666666,1915.2833333333333,211,57,0,0,292,0,0,13,12,0,134
Cell 971,5613.01282051282,1918.5384615384614,130,227,0,0,881,51,988,161,0,0,52
Cell 972,891.054347826087,1918.1739130434783,50,237,0,0,686,0,683,96,12,0,39
Cell 973,1844.1315789473683,1920.0087719298247,63,234,0,0,629,0,258,108,0,0,91
Cell 974,2010.8333333333333,1917.9871794871794,0,538,0,0,0,0,118,19,0,0,86
Cell 975,5277.86,1917.91,19,55,0,0,657,0,731,0,0,0,0
Cell 976,170.03636363636363,1917.6363636363637,34,57,0,0,32,0,28,40,0,0,0
Cell 977,4930.604395604396,1919.6483516483515,55,92,0,0,288,0,237,11,0,0,0
Cell 978,4122.116279069767,1927.7209302325582,257,322,0,0,0,0,656,221,26,0,65
Cell 979,3053.101694915254,1927.0677966101696,0,0,0,0,0,0,0,0,0,0,0
Cell 980,1018.1067961165048,1929.3398058252428,89,230,37,0,723,28,324,137,0,0,48
Cell 981,3037.323943661972,1930.4084507042253,0,0,0,0,0,0,148,0,0,0,36
Cell 982,4432.521126760564,1928.5774647887324,29,55,0,0,216,0,79,13,0,0,0
Cell 983,282.75757575757575,1931.171717171717,209,399,0,0,0,13,0,28,0,0,23
Cell 984,948.8314606741573,1934.3258426966293,32,48,0,0,398,0,228,42,0,0,0
Cell 985,3940.701030927835,1935.3505154639174,75,186,0,0,420,0,650,283,0,0,0
Cell 986,3049.169014084507,1939.5070422535211,214,0,0,0,0,0,0,164,0,0,37
Cell 987,3152.0208333333335,1942.3958333333333,105,142,0,0,579,0,0,20,0,0,22
Cell 988,2754.8285714285716,1941.2714285714285,28,79,0,0,201,0,100,0,0,0,0
Cell 989,5038.611111111111,1947.7083333333333,0,16,0,0,383,0,94,0,0,0,0
Cell 990,358.2068965517241,1948.5057471264367,136,289,0,0,192,50,0,253,0,0,37
Cell 991,388.5851063829787,1948.9787234042553,54,212,0,0,428,18,133,70,0,0,0
Cell 992,3537.4375,1949.3035714285713,82,170,0,0,689,0,775,71,31,0,66
Cell 993,5026.890909090909,1952.3090909090909,22,0,0,0,0,0,348,0,0,0,0
Cell 994,2798.35,1956.49,52,125,143,0,774,0,185,91,17,0,158
Cell 995,3027.5849056603774,1956.9622641509434,146,0,0,0,0,71,0,67,0,0,127
Cell 996,3128.0625,1959.225,88,146,0,0,606,0,0,57,0,0,31
Cell 997,3337.981818181818,1957.4454545454546,71,190,0,0,502,0,320,27,0,0,0
Cell 998,3142.529411764706,1964.6470588235295,12,67,0,0,0,0,0,0,0,0,41
Cell 999,502.04545454545456,1970.4636363636364,128,214,0,0,228,77,862,68,0,0,0
Cell 1000,3427.6470588235293,1972.0588235294117,61,74,0,0,686,0,863,0,0,0,0
Cell 1001,3944.116504854369,1973.8058252427184,45,10,0,0,0,0,0,0,0,0,0
Cell 1002,687.1904761904761,1975.6587301587301,79,211,0,20,553,50,274,92,11,0,74
Cell 1003,1315.865671641791,1975.1194029850747,86,231,29,44,0,49,609,355,43,0,0
Cell 1004,3931.0337078651687,1977.8202247191011,57,326,0,0,0,10,508,0,0,0,35
Cell 1005,5121.292929292929,1977.030303030303,120,146,0,0,495,0,114,11,13,0,22
Cell 1006,709.8461538461538,1975.9615384615386,0,96,0,0,0,0,144,15,0,0,0
Cell 1007,3443.156862745098,1976.7058823529412,0,56,0,0,0,0,68,0,0,0,0
Cell 1008,3717.6521739130435,1977.8152173913043,84,163,0,0,716,0,61,15,0,0,0
Cell 1009,4831.122641509434,1980.1698113207547,76,157,0,0,650,0,1131,0,14,0,70
Cell 1010,2924.7884615384614,1981.7307692307693,91,269,0,0,691,0,661,50,0,0,30
Cell 1011,3705.65,1981.325,20,14,0,0,0,0,44,0,0,0,0
Cell 1012,4975.383333333333,1979.5833333333333,15,32,0,0,459,0,106,0,0,0,0
Cell 1013,482.6307692307692,1983.7230769230769,103,70,0,0,0,0,0,0,0,0,0
Cell 1014,5458.634615384615,1988.4038461538462,61,40,0,0,359,0,827,21,0,0,0
Cell 1015,1451.0088495575221,1989.4336283185842,110,273,0,0,0,0,867,38,0,0,40
Cell 1016,2588.8026315789475,1989.5263157894738,74,152,0,0,727,0,340,0,0,0,29
Cell 1017,5101.357894736842,1994.3894736842105,0,0,0,0,0,0,0,0,0,0,0
Cell 1018,4643.457831325301,1990.9518072289156,0,135,0,0,27,0,613,0,0,0,0
Cell 1019,5973.641791044776,1995.7910447761194,0,0,0,0,446,0,200,0,0,0,0
Cell 1020,4647.357142857143,2001.6607142857142,83,16,0,0,483,0,0,0,0,0,0
Cell 1021,1880.240506329114,2007.759493670886,15,115,0,0,344,0,212,0,0,0,0
Cell 1022,3617.4,2009.7545454545455,67,249,0,0,623,0,528,0,38,0,0
Cell 1023,5119.725806451613,2006.6612903225807,0,28,0,0,414,0,294,0,0,0,0
Cell 1024,1467.9649122807018,2011.3099415204679,170,317,0,0,0,0,972,60,0,0,0
Cell 1025,2009.712962962963,2011.2222222222222,144,511,0,0,708,0,193,62,0,0,175
Cell 1026,2809.46875,2014.7604166666667,25,98,0,0,233,0,609,37,0,0,22
Cell 1027,3270.782945736434,2015.3953488372092,73,258,0,0,0,0,189,0,0,0,74
Cell 1028,5425.741935483871,2012.0645161290322,29,0,0,0,775,0,1120,0,0,0,0
Cell 1029,1718.7642276422764,2024.040650406504,88,181,0,0,300,10,575,15,0,0,97
Cell 1030,5197.15,2031.4125,92,32,0,0,0,0,0,0,0,0,19
Cell 1031,3262.6491228070176,2033.0,0,0,0,0,0,0,208,0,0,0,0
Cell 1032,3901.5,2034.4259259259259,60,275,0,0,791,0,588,73,11,0,0
Cell 1033,5907.925,2037.6,105,28,0,12,364,43,290,55,0,0,27
Cell 1034,4077.487804878049,2042.8292682926829,241,296,0,0,0,0,795,208,19,0,86
Cell 1035,4037.7297297297296,2043.1756756756756,159,285,0,0,0,0,662,255,53,0,96
Cell 1036,5200.836956521739,2048.7065217391305,75,31,0,0,734,14,433,0,0,0,0
Cell 1037,2098.777777777778,2053.4188034188032,82,547,21,0,1013,0,402,0,0,0,32
Cell 1038,1311.251700680272,2060.7414965986395,109,417,0,0,0,0,799,347,49,0,0
Cell 1039,2087.7115384615386,2066.3653846153848,38,0,0,0,0,0,0,11,29,0,27
Cell 1040,2351.8690476190477,2071.559523809524,99,148,0,0,644,0,314,13,0,0,80
Cell 1041,2070.548387096774,2073.4193548387098,0,0,0,0,0,0,0,0,0,0,0
Cell 1042,2767.1264367816093,2075.3563218390805,0,0,0,0,0,0,0,0,13,0,0
Cell 1043,3117.8449197860964,2084.144385026738,60,413,0,0,961,0,429,12,0,0,42
Cell 1044,5507.66,2081.16,57,14,0,0,190,0,768,13,0,0,53
Cell 1045,5178.35294117647,2089.3882352941177,115,184,0,0,994,0,472,0,0,0,18
Cell 1046,2758.41975308642,2090.9753086419755,0,502,0,0,0,0,601,0,19,0,220
Cell 1047,2768.5208333333335,2095.0,359,0,0,0,0,0,0,41,0,0,0
Cell 1048,4553.900826446281,2095.0578512396696,53,73,0,0,330,83,296,0,0,0,15
Cell 1049,3373.9285714285716,2096.387755102041,90,171,0,0,156,0,316,0,10,0,0
Cell 1050,1767.1346153846155,2103.221153846154,101,167,0,0,236,0,359,0,0,0,0
Cell 1051,4111.011764705882,2096.6823529411763,67,60,0,0,0,0,0,0,0,0,15
Cell 1052,3926.4593023255816,2109.3720930232557,182,409,0,0,0,46,0,0,11,0,36
Cell 1053,4835.75,2107.9083333333333,76,104,0,0,575,0,906,90,0,0,20
Cell 1054,3291.6810344827586,2108.448275862069,95,225,0,0,453,0,134,16,11,0,0
Cell 1055,4117.905405405405,2109.8513513513512,34,0,0,0,882,0,965,34,0,0,13
Cell 1056,4712.267857142857,2109.089285714286,346,90,0,0,198,0,204,0,508,0,0
Cell 1057,3013.5346534653463,2116.891089108911,28,0,0,0,0,0,0,0,0,0,34
Cell 1058,2114.6987951807228,2118.590361445783,57,0,0,0,200,0,47,0,21,0,0
Cell 1059,2998.0394736842104,2126.2565789473683,239,653,0,0,0,10,0,88,12,0,105
Cell 1060,2097.8947368421054,2132.0131578947367,169,0,0,0,0,0,1030,0,0,0,0
Cell 1061,2778.7375,2124.6875,70,0,0,0,0,0,0,28,0,0,0
Cell 1062,3080.0823529411764,2125.635294117647,38,102,0,0,974,0,0,0,0,0,0
Cell 1063,3354.3809523809523,2129.5619047619048,205,385,0,0,0,0,0,35,15,0,22
Cell 1064,2115.2972972972975,2131.527027027027,204,965,0,0,0,0,22,145,24,0,136
Cell 1065,3226.0089285714284,2137.8035714285716,89,183,0,0,607,0,303,0,0,0,82
Cell 1066,2783.43125,2146.38125,90,738,0,0,0,0,0,0,0,0,68
Cell 1067,4241.1241830065355,2143.248366013072,80,140,0,0,628,0,656,26,0,0,68
Cell 1068,4401.424528301887,2143.801886792453,47,136,0,0,269,0,187,0,0,0,17
Cell 1069,3420.841059602649,2147.5761589403974,312,540,0,0,0,0,730,181,0,0,55
Cell 1070,3499.990566037736,2145.5188679245284,42,182,0,0,1115,0,474,0,0,0,56
Cell 1071,3987.1830985915494,2155.676056338028,49,31,0,0,728,0,67,0,0,0,0
Cell 1072,2791.3846153846152,2157.769230769231,0,56,228,14,290,19,370,31,0,0,73
Cell 1073,3411.970297029703,2160.6237623762377,0,0,0,0,0,0,0,0,0,0,30
Cell 1074,2351.7894736842104,2162.8947368421054,103,174,0,0,403,0,185,0,0,0,89
Cell 1075,2534.6666666666665,2171.0,73,262,0,0,789,0,613,0,0,0,26
Cell 1076,2451.8207547169814,2174.254716981132,71,202,0,0,0,0,61,0,10,0,162
Cell 1077,2460.509090909091,2195.090909090909,0,66,0,0,0,0,21,0,0,0,0
Cell 1078,5554.571428571428,2261.5,0,0,0,0,24,0,237,122,0,37,0
Cell 1079,744.6078431372549,2311.1960784313724,17,30,0,30,437,0,817,202,56,12,0
