Cellid,X,Y,W,H,cX,cY,Aera
680,5517,1828,2,3,5517.25,1829,4
681,4512,1831,1,1,4512,1831,1
682,4519,1831,1,1,4519,1831,1
683,5412,1831,4,3,5413.6,1831.8,5
684,6319,1830,1,1,6319,1830,1
685,4503,1832,1,1,4503,1832,1
686,5126,1832,1,1,5126,1832,1
687,5392,1832,1,1,5392,1832,1
688,5396,1832,1,1,5396,1832,1
689,5421,1832,1,1,5421,1832,1
690,5682,1832,3,3,5682.6,1832.8,5
691,5687,1833,1,1,5687,1833,1
692,5395,1834,2,2,5395.5,1834.5,2
693,5398,1835,1,1,5398,1835,1
694,5414,1835,1,1,5414,1835,1
695,4494,1836,1,1,4494,1836,1
696,5524,1837,1,1,5524,1837,1
697,4491,1839,1,1,4491,1839,1
698,4495,1839,1,1,4495,1839,1
699,5122,1839,1,1,5122,1839,1
700,5124,1838,1,2,5124,1838.5,2
701,5398,1838,1,1,5398,1838,1
702,5414,1838,2,2,5414.5,1838.5,2
703,5527,1838,1,1,5527,1838,1
704,5395,1841,3,2,5396,1841.666667,3
705,5399,1841,3,3,5400,1842,9
706,5403,1841,5,6,5404.894737,1843.736842,19
707,5416,1842,1,1,5416,1842,1
708,5423,1844,1,1,5423,1844,1
709,5420,1849,1,1,5420,1849,1
710,5530,1848,1,1,5530,1848,1
711,5417,1851,1,1,5417,1851,1
712,5534,1850,1,1,5534,1850,1
713,5226,1857,1,1,5226,1857,1
714,5230,1857,2,1,5230.5,1857,2
715,5408,1857,1,1,5408,1857,1
716,6582,1857,1,2,6582,1857.5,2
717,7928,1857,2,2,7928.333333,1857.666667,3
718,10644,1856,1,2,10644,1856.5,2
719,11994,1857,1,1,11994,1857,1
720,14698,1856,1,2,14698,1856.5,2
721,16060,1856,1,1,16060,1856,1
722,17412,1856,1,2,17412,1856.5,2
723,1164,1858,1,1,1164,1858,1
724,2527,1859,1,1,2527,1859,1
725,6576,1859,1,1,6576,1859,1
726,6578,1858,1,1,6578,1858,1
727,16060,1858,1,2,16060,1858.5,2
728,2524,1861,1,1,2524,1861,1
729,5227,1861,4,4,5228.384615,1862.384615,13
730,7929,1861,1,1,7929,1861,1
731,7933,1861,4,4,7934.384615,1862.384615,13
732,11995,1861,4,4,11996.54545,1862.636364,11
733,16055,1861,3,4,16056.2,1862.5,10
734,16060,1861,1,1,16060,1861,1
735,1165,1862,4,3,1166.5,1862.8,10
736,2519,1862,4,3,2520.5,1862.8,10
737,2525,1863,1,1,2525,1863,1
738,3873,1862,4,3,3874.5,1862.8,10
739,6579,1862,4,3,6580.5,1862.8,10
740,9287,1862,4,3,9288.5,1862.8,10
741,9293,1863,1,1,9293,1863,1
742,9357,1863,4,4,9358.5,1864.5,12
743,10641,1862,4,3,10642.5,1862.8,10
744,13347,1862,4,3,13348.5,1862.8,10
745,14698,1862,1,1,14698,1862,1
746,14701,1862,4,3,14702.5,1862.8,10
747,16063,1863,1,1,16063,1863,1
748,17409,1862,4,3,17410.5,1862.8,10
749,9354,1864,2,2,9354.5,1864.5,2
750,9353,1867,1,1,9353,1867,1
751,5412,1869,1,1,5412,1869,1
752,9355,1871,1,1,9355,1871,1
753,9357,1871,1,1,9357,1871,1
754,4905,1873,1,1,4905,1873,1
755,4839,1872,113,133,4899.96261,1943.717056,9334
756,4919,1873,1,1,4919,1873,1
757,5209,1872,1,1,5209,1872,1
758,5543,1872,1,1,5543,1872,1
759,4891,1875,2,2,4891.5,1875.5,2
760,4893,1874,1,1,4893,1874,1
761,4895,1874,1,1,4895,1874,1
762,4902,1874,2,2,4902.333333,1874.333333,3
763,4925,1874,1,1,4925,1874,1
764,4927,1875,1,1,4927,1875,1
765,4935,1874,1,1,4935,1874,1
766,5211,1874,2,1,5211.5,1874,2
767,4890,1877,1,1,4890,1877,1
768,5211,1877,1,1,5211,1877,1
769,5214,1877,1,1,5214,1877,1
770,4888,1878,1,1,4888,1878,1
771,5150,1879,166,239,5235.241082,1990.364431,23324
772,5215,1879,1,1,5215,1879,1
773,4888,1881,1,1,4888,1881,1
774,4935,1881,1,1,4935,1881,1
775,5203,1880,5,2,5205,1880.2,5
776,5218,1880,1,1,5218,1880,1
777,5260,1880,1,1,5260,1880,1
778,5263,1880,1,2,5263,1880.5,2
779,6293,1880,2,1,6293.5,1880,2
780,5186,1882,1,1,5186,1882,1
781,6284,1882,39,20,6302.10951,1891.919308,347
782,6293,1882,1,1,6293,1882,1
783,5184,1884,1,1,5184,1884,1
784,5186,1885,2,2,5186.5,1885.5,2
785,5189,1885,2,2,5189.5,1885.5,2
786,5426,1884,2,1,5426.5,1884,2
787,6303,1884,1,1,6303,1884,1
788,5184,1886,1,1,5184,1886,1
789,5496,1886,1,1,5496,1886,1
790,4937,1888,1,1,4937,1888,1
791,4942,1889,1,1,4942,1889,1
792,5174,1888,2,1,5174.5,1888,2
793,5190,1888,3,3,5190.75,1888.75,4
794,5194,1888,1,1,5194,1888,1
795,5196,1888,1,1,5196,1888,1
796,5505,1889,1,1,5505,1889,1
797,5508,1888,1,4,5508,1889.5,4
798,6020,1889,1,1,6020,1889,1
799,6022,1888,4,2,6023.714286,1888.428571,7
800,6314,1889,1,1,6314,1889,1
801,4937,1891,2,1,4937.5,1891,2
802,5175,1891,1,1,5175,1891,1
803,5194,1891,1,1,5194,1891,1
804,5434,1890,1,1,5434,1890,1
805,5504,1891,1,1,5504,1891,1
806,5506,1891,1,1,5506,1891,1
807,6022,1891,3,2,6023.25,1891.25,4
808,6028,1890,1,1,6028,1890,1
809,5180,1893,2,2,5180.5,1893.5,2
810,5183,1893,1,1,5183,1893,1
811,5270,1892,2,2,5270.5,1892.5,2
812,6019,1892,1,1,6019,1892,1
813,4896,1895,1,1,4896,1895,1
814,5172,1895,1,1,5172,1895,1
815,5438,1894,1,1,5438,1894,1
816,5468,1895,2,1,5468.5,1895,2
817,5477,1894,1,1,5477,1894,1
818,5511,1894,2,1,5511.5,1894,2
819,5529,1895,1,1,5529,1895,1
820,6028,1895,1,1,6028,1895,1
821,4878,1897,1,1,4878,1897,1
822,5180,1896,1,1,5180,1896,1
823,5272,1896,1,1,5272,1896,1
824,5275,1896,2,1,5275.5,1896,2
825,5506,1897,2,1,5506.5,1897,2
826,5511,1896,1,1,5511,1896,1
827,4884,1898,1,1,4884,1898,1
828,5443,1899,1,1,5443,1899,1
829,5510,1898,1,1,5510,1898,1
830,5514,1899,1,1,5514,1899,1
831,5516,1899,1,1,5516,1899,1
832,5524,1899,1,2,5524,1899.5,2
833,4878,1900,2,1,4878.5,1900,2
834,5511,1900,3,3,5511.75,1901,4
835,5515,1901,1,1,5515,1901,1
836,6296,1900,1,1,6296,1900,1
837,4940,1903,2,2,4940.5,1903.5,2
838,5275,1903,2,1,5275.5,1903,2
839,5454,1902,2,1,5454.5,1902,2
840,5505,1903,1,1,5505,1903,1
841,5519,1903,2,1,5519.5,1903,2
842,5524,1903,1,1,5524,1903,1
843,5527,1903,1,1,5527,1903,1
844,6292,1902,2,2,6292.5,1902.5,4
845,6296,1903,2,1,6296.5,1903,2
846,6303,1903,1,1,6303,1903,1
847,6305,1902,1,2,6305,1902.5,2
848,6309,1903,1,1,6309,1903,1
849,854,1904,2,2,854.5,1904.5,4
850,4477,1904,1,1,4477,1904,1
851,4483,1904,1,1,4483,1904,1
852,4507,1904,2,1,4507.5,1904,2
853,4406,1905,175,331,4499.395363,2069.33373,35322
854,4538,1904,1,1,4538,1904,1
855,4544,1904,1,1,4544,1904,1
856,4548,1904,1,1,4548,1904,1
857,4943,1905,1,1,4943,1905,1
858,5433,1904,1,1,5433,1904,1
859,5432,1905,7,5,5435.307692,1906.846154,13
860,5452,1905,1,1,5452,1905,1
861,5454,1905,1,1,5454,1905,1
862,5457,1904,1,1,5457,1904,1
863,5498,1904,1,1,5498,1904,1
864,5502,1905,1,1,5502,1905,1
865,5509,1905,3,4,5510,1906.8,5
866,4495,1906,3,2,4496.2,1906.6,5
867,4499,1907,3,2,4499.75,1907.25,4
868,4529,1907,1,1,4529,1907,1
869,4537,1906,1,1,4537,1906,1
870,4553,1907,1,1,4553,1907,1
871,4558,1906,1,1,4558,1906,1
872,4870,1906,2,2,4870.5,1906.5,4
873,5166,1906,1,1,5166,1906,1
874,5429,1906,1,1,5429,1906,1
875,5441,1906,1,1,5441,1906,1
876,5457,1907,2,2,5457.5,1907.5,2
877,5500,1907,1,2,5500,1907.5,2
878,5502,1907,3,2,5502.75,1907.25,4
879,855,1908,1,1,855,1908,1
880,4474,1909,3,2,4475,1909.666667,3
881,4481,1908,2,1,4481.5,1908,2
882,4551,1909,1,1,4551,1909,1
883,4866,1908,2,2,4866.5,1908.5,4
884,5441,1908,3,4,5442,1909.5,4
885,5445,1909,1,1,5445,1909,1
886,5449,1909,2,2,5449.5,1909.5,2
887,5504,1909,1,1,5504,1909,1
888,853,1911,1,1,853,1911,1
889,4550,1911,1,1,4550,1911,1
890,5455,1911,1,1,5455,1911,1
891,5457,1910,2,2,5457.333333,1910.666667,3
892,5461,1911,1,1,5461,1911,1
893,5499,1910,4,8,5500.3,1913.4,10
894,5508,1910,1,1,5508,1910,1
895,5511,1910,1,1,5511,1910,1
896,4474,1913,1,1,4474,1913,1
897,4515,1912,1,1,4515,1912,1
898,4535,1912,1,1,4535,1912,1
899,4556,1912,3,1,4557,1912,3
900,4561,1913,2,2,4561.333333,1913.666667,3
901,4564,1912,3,1,4565,1912,3
902,4867,1913,1,1,4867,1913,1
903,5160,1913,1,1,5160,1913,1
904,5163,1913,4,4,5164.222222,1915,9
905,5279,1913,1,1,5279,1913,1
906,5432,1913,1,1,5432,1913,1
907,5436,1912,1,1,5436,1912,1
908,5438,1912,1,1,5438,1912,1
909,5448,1912,2,1,5448.5,1912,2
910,5457,1913,1,1,5457,1913,1
911,5471,1913,6,5,5473,1915.166667,12
912,5477,1913,1,1,5477,1913,1
913,5480,1912,4,4,5481.25,1913.75,8
914,5495,1912,1,1,5495,1912,1
915,5497,1913,1,1,5497,1913,1
916,6257,1913,62,49,6290.663801,1937.197708,2094
917,6317,1912,2,2,6317.5,1912.5,2
918,4530,1915,1,1,4530,1915,1
919,4532,1915,4,2,4533.5,1915.5,4
920,4557,1914,1,1,4557,1914,1
921,5282,1914,1,1,5282,1914,1
922,5432,1915,1,1,5432,1915,1
923,5436,1915,1,1,5436,1915,1
924,5438,1914,1,1,5438,1914,1
925,5449,1914,8,10,5452.26087,1917.782609,23
926,5454,1914,2,1,5454.5,1914,2
927,5462,1915,2,3,5462.4,1916.2,5
928,5464,1914,2,1,5464.5,1914,2
929,5467,1915,3,2,5468,1915.25,4
930,5491,1914,1,1,5491,1914,1
931,5494,1914,2,4,5494.75,1915.5,4
932,6312,1914,1,1,6312,1914,1
933,6314,1915,1,1,6314,1915,1
934,4561,1916,1,1,4561,1916,1
935,5161,1916,1,1,5161,1916,1
936,5282,1916,1,1,5282,1916,1
937,5287,1916,1,1,5287,1916,1
938,5459,1916,1,1,5459,1916,1
939,5479,1916,1,1,5479,1916,1
940,5497,1917,2,2,5497.5,1917.5,2
941,4555,1918,2,1,4555.5,1918,2
942,4567,1918,1,1,4567,1918,1
943,5434,1918,2,2,5434.5,1918.5,2
944,5458,1918,2,3,5458.666667,1919,3
945,5461,1919,1,1,5461,1919,1
946,5463,1918,7,6,5465.833333,1920.833333,18
947,5469,1918,1,1,5469,1918,1
948,5471,1918,3,3,5472,1919.2,5
949,5477,1918,3,3,5478.25,1918.75,4
950,5489,1919,1,1,5489,1919,1
951,5494,1919,1,1,5494,1919,1
952,4464,1921,1,1,4464,1921,1
953,4526,1920,2,1,4526.5,1920,2
954,4948,1921,2,2,4948.5,1921.5,2
955,5148,1921,1,1,5148,1921,1
956,5153,1921,1,1,5153,1921,1
957,5289,1920,1,1,5289,1920,1
958,5441,1920,1,1,5441,1920,1
959,5449,1920,1,1,5449,1920,1
960,5461,1921,1,2,5461,1921.5,2
961,5474,1921,3,1,5475,1921,3
962,5755,1921,1,1,5755,1921,1
963,5759,1920,1,1,5759,1920,1
964,5790,1920,1,1,5790,1920,1
965,5801,1920,1,1,5801,1920,1
966,5803,1920,4,2,5804.5,1920.25,4
967,6274,1921,1,1,6274,1921,1
968,6763,1920,1,1,6763,1920,1
969,6767,1920,1,1,6767,1920,1
970,4525,1923,1,1,4525,1923,1
971,4555,1922,1,1,4555,1922,1
972,4856,1922,1,1,4856,1922,1
973,5293,1923,1,1,5293,1923,1
974,5444,1922,1,1,5444,1922,1
975,5447,1922,2,1,5447.5,1922,2
976,5457,1923,1,1,5457,1923,1
977,5473,1923,1,1,5473,1923,1
978,5478,1923,1,1,5478,1923,1
979,5756,1923,1,1,5756,1923,1
980,5803,1923,1,2,5803,1923.5,2
981,6274,1923,2,1,6274.5,1923,2
982,6278,1922,1,1,6278,1922,1
983,6761,1923,1,1,6761,1923,1
984,6763,1922,2,2,6763.5,1922.5,2
985,4555,1924,2,2,4555.5,1924.5,2
986,4558,1924,1,2,4558,1924.5,2
987,5145,1925,5,8,5146.571429,1928.571429,14
988,5158,1924,1,1,5158,1924,1
989,5441,1924,1,2,5441,1924.5,2
990,5444,1925,1,1,5444,1925,1
991,5452,1924,1,1,5452,1924,1
992,5461,1924,1,1,5461,1924,1
993,5465,1925,2,1,5465.5,1925,2
994,5750,1925,7,5,5753.714286,1926.928571,14
995,5788,1924,1,1,5788,1924,1
996,5790,1924,1,1,5790,1924,1
997,5792,1924,2,2,5792.5,1924.5,4
998,5461,1927,2,1,5461.5,1927,2
999,5468,1926,1,1,5468,1926,1
1000,5759,1926,1,1,5759,1926,1
1001,5724,1927,114,109,5783.030659,1981.357744,6295
1002,6761,1926,1,1,6761,1926,1
1003,4563,1928,2,2,4563.666667,1928.666667,3
1004,4850,1928,1,1,4850,1928,1
1005,5758,1928,1,1,5758,1928,1
1006,5807,1928,1,1,5807,1928,1
1007,5816,1929,1,1,5816,1929,1
1008,6249,1928,2,2,6249.5,1928.5,2
1009,4850,1931,1,1,4850,1931,1
1010,5759,1931,1,1,5759,1931,1
1011,5804,1931,1,1,5804,1931,1
1012,5811,1930,1,1,5811,1930,1
1013,5814,1930,2,4,5814.2,1931.4,5
1014,5819,1930,1,1,5819,1930,1
1015,6248,1931,1,1,6248,1931,1
1016,4526,1932,1,1,4526,1932,1
1017,4538,1932,1,1,4538,1932,1
1018,5745,1932,1,1,5745,1932,1
1019,5749,1932,2,1,5749.5,1932,2
1020,5817,1932,3,3,5818.2,1933.4,5
1021,6250,1933,1,1,6250,1933,1
1022,6248,1933,8,3,6251.5,1934.25,8
1023,6255,1932,1,1,6255,1932,1
1024,5147,1934,1,1,5147,1934,1
1025,5745,1934,11,8,5750.8,1936.4,30
1026,5758,1934,1,1,5758,1934,1
1027,5804,1935,1,2,5804,1935.5,2
1028,5814,1935,1,1,5814,1935,1
1029,4850,1937,1,1,4850,1937,1
1030,5148,1936,1,1,5148,1936,1
1031,5152,1936,1,1,5152,1936,1
1032,5819,1936,2,1,5819.5,1936,2
1033,5822,1937,1,1,5822,1937,1
1034,6254,1936,2,3,6254.666667,1937,3
1035,6319,1937,1,1,6319,1937,1
1036,4453,1939,1,1,4453,1939,1
1037,4572,1938,1,1,4572,1938,1
1038,5148,1939,1,1,5148,1939,1
1039,5750,1939,1,1,5750,1939,1
1040,5757,1938,1,1,5757,1938,1
1041,5816,1938,1,1,5816,1938,1
1042,5820,1939,4,4,5821.333333,1940,6
1043,6248,1938,2,3,6248.333333,1939,3
1044,6251,1938,2,2,6251.5,1938.5,2
1045,4850,1940,1,1,4850,1940,1
1046,5750,1941,2,4,5750.4,1942.6,5
1047,5756,1940,1,1,5756,1940,1
1048,5805,1941,1,1,5805,1941,1
1049,5816,1941,1,1,5816,1941,1
1050,5818,1941,2,1,5818.5,1941,2
1051,6256,1941,2,2,6256.5,1941.5,2
1052,4575,1943,1,1,4575,1943,1
1053,5746,1943,2,1,5746.5,1943,2
1054,5753,1943,2,4,5753.25,1944.5,4
1055,5756,1943,1,1,5756,1943,1
1056,5817,1943,13,18,5822.121622,1950.851351,74
1057,4448,1944,1,1,4448,1944,1
1058,4536,1945,1,1,4536,1945,1
1059,4846,1945,1,1,4846,1945,1
1060,4848,1944,1,1,4848,1944,1
1061,5151,1945,1,2,5151,1945.5,2
1062,5740,1944,1,1,5740,1944,1
1063,5747,1945,3,5,5748.166667,1947,6
1064,5825,1944,2,3,5825.5,1945,4
1065,6258,1944,1,1,6258,1944,1
1066,6318,1944,2,4,6318.4,1945.2,5
1067,6322,1944,3,2,6322.8,1944.4,5
1068,12092,1944,1,1,12092,1944,1
1069,12098,1945,1,1,12098,1945,1
1070,4844,1946,1,1,4844,1946,1
1071,4847,1947,1,1,4847,1947,1
1072,5146,1946,2,2,5146.333333,1946.333333,3
1073,5744,1946,3,4,5744.8,1947.2,5
1074,5751,1946,1,1,5751,1946,1
1075,5762,1946,2,1,5762.5,1946,2
1076,12090,1946,1,1,12090,1946,1
1077,12093,1947,1,1,12093,1947,1
1078,12096,1947,1,1,12096,1947,1
1079,4536,1949,2,2,4536.5,1949.5,4
1080,4841,1948,1,1,4841,1948,1
1081,5736,1948,1,1,5736,1948,1
1082,5736,1949,4,4,5737.666667,1950.333333,6
1083,5751,1948,1,1,5751,1948,1
1084,5757,1949,2,3,5757.666667,1950,3
1085,5760,1948,1,1,5760,1948,1
1086,5827,1949,1,1,5827,1949,1
1087,6258,1949,1,1,6258,1949,1
1088,12094,1949,4,3,12095,1950,8
1089,2521,1950,1,1,2521,1950,1
1090,4574,1950,2,2,4574.5,1950.5,2
1091,4840,1950,1,1,4840,1950,1
1092,4842,1951,1,1,4842,1951,1
1093,5145,1951,2,1,5145.5,1951,2
1094,5740,1951,1,1,5740,1951,1
1095,5744,1951,2,1,5744.5,1951,2
1096,5747,1951,3,2,5747.75,1951.5,4
1097,4573,1953,2,1,4573.5,1953,2
1098,4578,1952,2,2,4578.5,1952.5,2
1099,4582,1952,1,1,4582,1952,1
1100,4839,1952,1,1,4839,1952,1
1101,5739,1953,10,8,5743.941176,1956.588235,34
1102,5751,1952,1,1,5751,1952,1
1103,5831,1952,1,1,5831,1952,1
1104,6769,1952,1,1,6769,1952,1
1105,4574,1955,1,1,4574,1955,1
1106,4579,1955,1,1,4579,1955,1
1107,4582,1955,1,1,4582,1955,1
1108,4840,1955,1,1,4840,1955,1
1109,5734,1954,1,1,5734,1954,1
1110,5751,1954,3,2,5752.2,1954.6,5
1111,5830,1955,2,1,5830.5,1955,2
1112,6323,1955,2,1,6323.5,1955,2
1113,6768,1955,1,1,6768,1955,1
1114,6770,1954,1,1,6770,1954,1
1115,6772,1954,1,1,6772,1954,1
1116,4577,1957,1,2,4577,1957.5,2
1117,5162,1957,1,1,5162,1957,1
1118,5825,1957,2,1,5825.5,1957,2
1119,5828,1957,1,1,5828,1957,1
1120,6315,1957,10,5,6319.538462,1959.461538,13
1121,6327,1957,1,1,6327,1957,1
1122,6772,1957,3,2,6773,1957.5,4
1123,4570,1959,2,3,4570.6,1960.2,5
1124,4573,1959,2,2,4573.333333,1959.333333,3
1125,4580,1958,1,1,4580,1958,1
1126,4839,1959,1,1,4839,1959,1
1127,5160,1958,1,1,5160,1958,1
1128,5747,1959,1,1,5747,1959,1
1129,6312,1958,1,1,6312,1958,1
1130,4448,1960,2,2,4448.5,1960.5,2
1131,4545,1961,1,2,4545,1961.5,2
1132,4582,1961,1,1,4582,1961,1
1133,5735,1960,3,2,5736,1960.666667,3
1134,5820,1961,1,1,5820,1961,1
1135,5822,1960,14,13,5827.730159,1965.412698,63
1136,5834,1961,1,1,5834,1961,1
1137,5839,1961,1,1,5839,1961,1
1138,5918,1960,1,2,5918,1960.5,2
1139,5921,1960,1,1,5921,1960,1
1140,5926,1961,2,2,5926.666667,1961.333333,3
1141,5932,1961,2,1,5932.5,1961,2
1142,5938,1960,1,1,5938,1960,1
1143,5958,1960,1,1,5958,1960,1
1144,5974,1961,2,2,5974.5,1961.5,2
1145,5977,1961,1,1,5977,1961,1
1146,6288,1960,1,1,6288,1960,1
1147,6292,1960,2,1,6292.5,1960,2
1148,6307,1960,2,2,6307.333333,1960.333333,3
1149,6312,1960,1,1,6312,1960,1
1150,4945,1962,1,2,4945,1962.5,2
1151,5172,1962,1,1,5172,1962,1
1152,5295,1962,2,2,5295.666667,1962.666667,3
1153,5299,1962,1,1,5299,1962,1
1154,5302,1962,1,2,5302,1962.5,2
1155,5739,1962,1,1,5739,1962,1
1156,5834,1963,1,1,5834,1963,1
1157,5920,1962,1,1,5920,1962,1
1158,5929,1962,1,1,5929,1962,1
1159,5864,1962,152,133,5940.442197,2024.143001,13944
1160,5949,1963,1,1,5949,1963,1
1161,6314,1962,1,2,6314,1962.5,2
1162,6316,1963,1,2,6316,1963.5,2
1163,4574,1965,2,2,4574.5,1965.5,2
1164,4578,1964,2,1,4578.5,1964,2
1165,5172,1964,1,1,5172,1964,1
1166,5926,1965,1,1,5926,1965,1
1167,5977,1964,1,1,5977,1964,1
1168,5980,1964,1,1,5980,1964,1
1169,6307,1964,1,1,6307,1964,1
1170,4549,1966,1,2,4549,1966.5,2
1171,5173,1967,1,1,5173,1967,1
1172,5296,1966,1,1,5296,1966,1
1173,4448,1968,1,1,4448,1968,1
1174,4836,1968,1,1,4836,1968,1
1175,4839,1969,2,1,4839.5,1969,2
1176,5172,1969,1,1,5172,1969,1
1177,5294,1969,2,3,5294.333333,1970,3
1178,5836,1969,1,1,5836,1969,1
1179,5980,1969,2,2,5980.666667,1969.666667,3
1180,5986,1968,1,1,5986,1968,1
1181,5991,1968,1,1,5991,1968,1
1182,6341,1968,2,4,6341.5,1969.5,6
1183,4408,1970,1,1,4408,1970,1
1184,4570,1970,1,1,4570,1970,1
1185,4575,1971,1,1,4575,1971,1
1186,4834,1971,1,2,4834,1971.5,2
1187,4837,1970,1,1,4837,1970,1
1188,4945,1970,1,1,4945,1970,1
1189,5169,1970,2,7,5169.714286,1973,7
1190,5172,1971,1,1,5172,1971,1
1191,5825,1971,1,1,5825,1971,1
1192,5832,1970,2,2,5832.666667,1970.666667,3
1193,5898,1970,1,1,5898,1970,1
1194,5983,1970,2,2,5983.5,1970.5,2
1195,4411,1972,2,1,4411.5,1972,2
1196,4415,1972,1,1,4415,1972,1
1197,4443,1972,1,1,4443,1972,1
1198,4542,1973,1,2,4542,1973.5,2
1199,4556,1972,1,1,4556,1972,1
1200,4571,1972,1,1,4571,1972,1
1201,4832,1972,1,1,4832,1972,1
1202,4837,1972,1,1,4837,1972,1
1203,5827,1972,1,1,5827,1972,1
1204,5834,1973,1,1,5834,1973,1
1205,4413,1974,1,1,4413,1974,1
1206,4440,1974,1,2,4440,1974.5,2
1207,4443,1974,2,2,4443.5,1974.5,2
1208,4554,1975,1,1,4554,1975,1
1209,4573,1974,1,1,4573,1974,1
1210,4834,1975,2,1,4834.5,1975,2
1211,5720,1975,1,1,5720,1975,1
1212,5733,1975,1,2,5733,1975.5,2
1213,5832,1974,1,1,5832,1974,1
1214,5834,1975,1,1,5834,1975,1
1215,4436,1977,2,1,4436.5,1977,2
1216,4440,1977,1,1,4440,1977,1
1217,4571,1977,5,3,4573.166667,1977.666667,6
1218,5160,1977,1,1,5160,1977,1
1219,5162,1977,1,1,5162,1977,1
1220,5735,1976,2,2,5735.666667,1976.666667,3
1221,5838,1976,2,2,5838.5,1976.5,2
1222,5996,1976,1,1,5996,1976,1
1223,6294,1976,1,1,6294,1976,1
1224,13962,1977,1,2,13962,1977.5,2
1225,13964,1976,1,1,13964,1976,1
1226,13972,1977,1,1,13972,1977,1
1227,13975,1977,1,1,13975,1977,1
1228,5164,1978,1,2,5164,1978.5,2
1229,5166,1979,1,1,5166,1979,1
1230,5736,1978,3,4,5737.333333,1979.5,6
1231,5825,1978,2,2,5825.5,1978.5,2
1232,5994,1978,1,1,5994,1978,1
1233,5999,1978,1,1,5999,1978,1
1234,6288,1978,1,1,6288,1978,1
1235,6838,1979,1,2,6838,1979.5,2
1236,13966,1978,2,1,13966.5,1978,2
1237,4943,1981,1,1,4943,1981,1
1238,5163,1981,4,5,5164.5,1982.833333,6
1239,5168,1980,1,1,5168,1980,1
1240,5293,1980,2,1,5293.5,1980,2
1241,5731,1980,1,1,5731,1980,1
1242,5889,1981,1,1,5889,1981,1
1243,5994,1980,2,2,5994.5,1980.5,2
1244,6295,1981,1,1,6295,1981,1
1245,13962,1980,14,14,13967.58333,1986.1875,96
1246,5294,1983,1,1,5294,1983,1
1247,5996,1982,1,1,5996,1982,1
1248,6289,1982,4,5,6290.583333,1984.083333,12
1249,13973,1983,1,1,13973,1983,1
1250,5159,1984,1,1,5159,1984,1
1251,5166,1985,1,1,5166,1985,1
1252,5292,1984,1,1,5292,1984,1
1253,5730,1984,1,1,5730,1984,1
1254,4426,1987,2,1,4426.5,1987,2
1255,4856,1986,1,1,4856,1986,1
1256,5158,1987,3,1,5159,1987,3
1257,5163,1987,1,1,5163,1987,1
1258,5167,1986,2,2,5167.5,1986.5,2
1259,5731,1986,1,1,5731,1986,1
1260,8524,1987,1,2,8524,1987.5,2
1261,4573,1989,2,1,4573.5,1989,2
1262,4855,1989,1,2,4855,1989.5,2
1263,5729,1988,2,2,5729.5,1988.5,2
1264,8520,1988,1,1,8520,1988,1
1265,13961,1989,1,1,13961,1989,1
1266,4531,1991,1,1,4531,1991,1
1267,4941,1990,1,1,4941,1990,1
1268,5159,1990,1,1,5159,1990,1
1269,5733,1991,1,1,5733,1991,1
1270,5838,1991,1,1,5838,1991,1
1271,6288,1991,1,1,6288,1991,1
1272,8520,1990,2,2,8520.5,1990.5,2
1273,4424,1993,1,1,4424,1993,1
1274,4557,1992,2,2,4557.5,1992.5,2
1275,4853,1993,1,2,4853,1993.5,2
1276,4855,1993,2,2,4855.666667,1993.666667,3
1277,5158,1993,3,4,5159.2,1994.8,5
1278,5291,1993,1,1,5291,1993,1
1279,5732,1993,2,1,5732.5,1993,2
1280,5872,1993,1,1,5872,1993,1
1281,5875,1992,1,1,5875,1992,1
1282,5877,1993,1,2,5877,1993.5,2
1283,13960,1992,1,1,13960,1992,1
1284,13971,1993,1,1,13971,1993,1
1285,4533,1995,1,1,4533,1995,1
1286,4848,1994,1,1,4848,1994,1
1287,4930,1995,1,2,4930,1995.5,2
1288,5154,1995,2,2,5154.5,1995.5,2
1289,5291,1995,1,1,5291,1995,1
1290,5730,1994,1,1,5730,1994,1
1291,5839,1994,1,1,5839,1994,1
1292,6006,1995,1,1,6006,1995,1
1293,7000,1995,4,4,7001.833333,1996.5,12
1294,7006,1994,1,1,7006,1994,1
1295,13962,1995,4,5,13963.44444,1997.333333,9
1296,13968,1995,2,1,13968.5,1995,2
1297,4557,1996,1,1,4557,1996,1
1298,4564,1997,1,1,4564,1997,1
1299,4848,1997,1,1,4848,1997,1
1300,4853,1997,1,2,4853,1997.5,2
1301,4855,1997,1,1,4855,1997,1
1302,5291,1997,1,1,5291,1997,1
1303,5874,1996,1,1,5874,1996,1
1304,7007,1997,1,1,7007,1997,1
1305,13972,1996,1,1,13972,1996,1
1306,4554,1999,2,2,4554.5,1999.5,2
1307,4544,1998,22,25,4555.49763,2010.905213,211
1308,4899,1998,1,1,4899,1998,1
1309,4927,1999,1,1,4927,1999,1
1310,4932,1999,1,1,4932,1999,1
1311,5154,1998,1,1,5154,1998,1
1312,5837,1998,1,1,5837,1998,1
1313,5870,1998,2,4,5870.571429,1999.714286,7
1314,13954,1998,1,2,13954,1998.5,2
1315,13967,1999,1,1,13967,1999,1
1316,5156,2000,2,2,5156.5,2000.5,2
1317,5159,2000,1,1,5159,2000,1
1318,5750,2001,3,4,5751,2002.5,4
1319,5835,2000,1,1,5835,2000,1
1320,5867,2001,1,1,5867,2001,1
